name,id,title,approval_status,created,description,image_url,is_organization,parent,state,type,extra-abbreviation,extra-category,extra-contact-email,extra-contact-name,extra-contact-phone,extra-foi-email,extra-foi-name,extra-foi-phone,extra-spending_published_by,extra-website-name,extra-website-url
hinchingbrooke-health-care-nhs-trust,d44d8791-3fd0-408f-af2b-6719592681f7,Hinchingbrooke Health Care NHS Trust,approved,2012-06-27T14:50:28.132036,,,True,national-health-service,active,organization,,,,,,,,,,,
hm-courts-service,c3843242-541e-419e-8be7-c71d1d9ba1c2,HM Courts Service,approved,2012-06-27T14:51:46.173743,,,True,ministry-of-justice,active,organization,,,,,,,,,,,
hm-crown-prosecution-service-inspectorate,c2582336-c86c-40bf-ab3b-19d4ecc2f223,HM Crown Prosecution Service Inspectorate,pending,2012-06-27T14:49:09.639938,,,True,attorney-generals-office,active,organization,HMCPSI,,,,,,,,,,http://www.hmcpsi.gov.uk/
hm-inspectorate-of-constabulary,1c52c57e-18c8-45d4-be82-f0077c6d616c,HM Inspectorate of Constabulary,pending,2012-06-27T14:51:46.935496,,,True,home-office,active,organization,,,haveyoursay@hmic.gsi.gov.uk,HM Inspectorate of Constabulary,,haveyoursay@hmic.gsi.gov.uk,HM Inspectorate of Constabulary,,,,
hm-inspectorate-of-prisions,0a4d6b94-5773-4c40-a632-c7302ebcf231,HM Inspectorate of prisions,pending,2012-07-10T17:13:24.834497,,,True,ministry-of-justice,active,organization,,,,,,,,,,,
hm-inspectorate-of-probation,945c6492-019a-455f-90d7-595c7884ed38,HM Inspectorate of Probation,pending,2012-07-10T17:14:39.732205,,,True,ministry-of-justice,active,organization,,,,,,,,,,,
home-office,036abab4-15ed-485a-8e14-9a599ea1619e,Home Office,pending,2012-06-27T14:48:38.826411,,,True,civil-service-learning,active,organization,HO,core-department,public.enquiries@homeoffice.gsi.gov.uk,,,FOIrequest@homeoffice.gsi.gov.uk,,,,,
homerton-university-hospital-nhs-foundation-trust,2faa1f7b-2e0d-4a9d-a144-a8732de13fb1,Homerton University Hospital NHS Foundation Trust,approved,2012-06-27T14:54:19.688808,,,True,national-health-service,active,organization,,,,,,,,,,,
homes-and-communities-agency,25c78776-c4b0-4e3d-8334-309148774b06,Homes and Communities Agency,approved,2012-06-27T14:49:16.393965,,,True,department-for-communities-and-local-government,active,organization,HCA,,,,,,,,,,
horniman-public-museum-public-park-trust,578e91b4-c929-4f80-bb54-893d02710b64,Horniman Public Museum & Public Park Trust,approved,2012-06-27T14:51:47.351932,,,True,department-for-culture-media-and-sport,active,organization,,,,,,,,,,,
horserace-betting-levy-board,0d6e864b-86dc-4a98-a3ba-7ce8a33c855a,Horserace Betting Levy Board,approved,2012-06-27T14:51:47.735187,,,True,department-for-culture-media-and-sport,active,organization,,,,,,,,,,,
housing-and-communities-agency,dad1d5c0-0eac-4154-af35-b29dd2e4d5af,Housing and Communities Agency,approved,2012-06-27T14:51:48.080564,,,True,department-for-communities-and-local-government,active,publisher,,,,,,,,,,,
hull-and-east-yorkshire-hospitals-nhs-trust,b6f63964-3865-4a65-adac-bd1b2186da2b,Hull and East Yorkshire Hospitals NHS Trust,approved,2012-06-27T14:51:48.832002,,,True,national-health-service,active,organization,,,,,,,,,,,
hull-city-council,fc0c7a07-e3b7-46ea-8ea1-1a852750d263,Hull City Council,approved,2012-06-27T14:50:31.946556,,,True,local-authorities,active,organization,Hull CC,,,,,,,,,,
human-fertilisation-and-embryology-authority,57c70835-3387-476a-a4d9-76577f92c8eb,Human Fertilisation and Embryology Authority,pending,2012-06-27T14:50:35.266001,,,True,department-of-health,active,organization,,,,,,,,,,,
human-tissue-authority,4755fcbb-cb4e-45ca-b58d-d5e2f092f92c,Human Tissue Authority,pending,2012-06-27T14:51:49.524838,,,True,department-of-health,active,organization,,,,,,,,,,,
identity-passport-service,a697c6f5-3b6b-4e19-8fa9-e16f033db8a2,Identity & Passport Service,pending,2012-06-27T14:51:50.332186,,,True,home-office,active,organization,IPS,alb,public.enquiries@homeoffice.gsi.gov.uk,Identity & Passport Service,,IPSFOIs@ips.gsi.gov.uk,Identity & Passport Service,,,,
imperial-college-healthcare-nhs-trust,8b3249ae-3614-4ba7-afd2-d4db3ca6d91f,Imperial College Healthcare NHS Trust,approved,2012-06-27T14:51:51.049887,,,True,national-health-service,active,organization,,,,,,,,,,,
imperial-war-museum,956bf799-3b25-46b2-8e51-5088aedd144f,Imperial War Museum,approved,2012-06-27T14:49:26.483303,,,True,department-for-culture-media-and-sport,active,organization,,,,,,,,,,,
independent-housing-ombudsman,c9b97267-2606-4e27-87a4-a58a21548b5d,Independent Housing Ombudsman,approved,2012-06-27T14:54:41.539974,,,True,department-for-communities-and-local-government,active,organization,,,,,,,,,,,
independent-living-fund,f673ba41-4700-4f6b-8227-874bb33acbc4,Independent Living Fund,approved,2012-06-27T14:51:51.496693,,,True,department-for-work-and-pensions,active,organization,,,,,,,,,,,
independent-parliamentary-standards-authority,464d4584-85b3-4fde-91c0-bd16916c49ab,Independent Parliamentary Standards Authority,approved,2012-06-27T14:49:21.603705,,,True,,active,organization,,,,,,,,,,,
independent-police-complaints-commission,4e1bc45a-6360-4bef-a284-681c1698e1b0,Independent Police Complaints Commission,pending,2012-06-27T14:51:51.867922,,,True,home-office,active,organization,,,enquiries@ipcc.gsi.gov.uk,Independent Police Complaints Commission,,foi@ipcc.gov.uk,Independent Police Complaints Commission,,,,
independent-safeguarding-authority,aee3c3e6-4452-47fb-a984-0e9d8f148665,Independent Safeguarding Authority,pending,2012-06-27T14:51:52.311003,,,True,home-office,active,organization,,,isadispatchteam@homeoffice.gsi.gov.uk,Independent Safeguarding Authority,,isadispatchteam@homeoffice.gsi.gov.uk,Independent Safeguarding Authority,,,,
information-commissioners-office,94310927-d56a-4db8-96fe-af0bc22ebdd6,Information Commissioner's Office,approved,2012-06-27T14:51:49.918510,,,True,ministry-of-justice,active,organization,,,,,,,,,,,
infrastructure-planning-commission,c8d56729-fa90-4395-9715-e5b05697cf5d,Infrastructure Planning Commission,approved,2012-06-27T14:51:52.660006,,,True,department-for-communities-and-local-government,active,organization,,,,,,,,,,,
intellectual-property-office,f1ea9f8b-0341-4ab8-8ea9-d05eb9913ac4,Intellectual Property Office,approved,2012-06-27T14:49:31.175319,,,True,department-for-business-innovation-and-skills,active,publisher,IPO,,,,,,,,,,
isd-scotland,65c65fe7-ff2f-49c7-bdd3-c669baba5d2f,ISD Scotland,approved,2012-06-27T14:51:53.736111,,,True,nhs-scotland,active,organization,,,,,,,,,,,
isle-of-wight-nhs-primary-care-trust,d43e38a2-cada-418f-9ace-ec34bfcfa293,Isle of Wight NHS Primary Care Trust,approved,2012-06-27T14:51:54.450493,,,True,national-health-service,active,organization,,,,,,,,,,,
isle-of-wight-nhs-trust,7ae707c2-6793-400f-9cf3-c1fa1f90426d,Isle of Wight NHS Trust,approved,2012-06-27T14:55:32.812081,,,True,national-health-service,active,organization,,,,,,,,,,,
joint-nature-conservation-committee,d535271c-a76d-4af2-81e7-335b5da1a2bf,Joint Nature Conservation Committee,approved,2012-06-27T14:51:55.214152,,,True,department-for-environment-food-and-rural-affairs,active,organization,,,,,,,,,,,
judicial-appointments-commission,35fcb542-a7f7-4f8a-9906-0eccc075256c,Judicial Appointments Commission,approved,2012-06-27T14:51:54.848444,,,True,ministry-of-justice,active,organization,,,,,,,,,,,
judicial-office,727eb67a-6bab-4e26-a6c5-d69c6a1167a5,Judicial Office,pending,2012-07-10T17:15:08.729390,,,True,ministry-of-justice,active,organization,,,,,,,,,,,
keep-britain-tidy,04e8f141-3e58-4195-9b00-f1dba883377e,Keep Britain Tidy,approved,2012-06-27T14:51:55.584827,,,True,department-for-environment-food-and-rural-affairs,active,organization,,,,,,,,,,,
kent-county-council,567678ed-130e-465b-910e-c10df8dc3ad1,Kent County Council,approved,2012-06-27T14:50:16.078976,,,True,local-authorities,active,organization,KCC,,,,,,,,,,
kettering-general-hospital-nhs-foundation-trust,06fdcf11-112c-4f1f-b771-490cc692b182,Kettering General Hospital NHS Foundation Trust,approved,2012-06-27T14:55:34.148548,,,True,national-health-service,active,organization,,,,,,,,,,,
keynsham-town-council,74f8547c-a1d6-4c61-a480-0357d1c3f905,Keynsham Town Council,approved,2012-06-27T14:55:10.794212,,,True,local-authorities,active,organization,,,,,,,,,,,
kingston-hospital-nhs-trust,7274e706-ca4d-4b76-8eae-17c6104ae231,Kingston Hospital NHS Trust,approved,2012-06-27T14:51:56.294936,,,True,national-health-service,active,organization,,,,,,,,,,,
kingston-primary-care-trust,7d08f095-6b83-48dd-b2a1-21568c52c14d,Kingston Primary Care Trust,approved,2012-06-27T14:51:57.125985,,,True,national-health-service,active,organization,,,,,,,,,,,
kirklees-council,65a77076-ef83-4a6a-87ce-b8864f605a7c,Kirklees Council,approved,2012-06-27T14:50:09.082256,,,True,local-authorities,active,organization,,,,,,,,,,,
kirklees-primary-care-trust,e6168fad-ddd6-4836-8df7-590ff767a415,Kirklees Primary Care Trust,approved,2012-06-27T14:51:57.883514,,,True,national-health-service,active,organization,,,,,,,,,,,
knowledge-analytical-services,de0c2d53-5cc1-481e-a3f2-bacad81d6c0b,Knowledge & Analytical Services,approved,2012-06-27T14:55:01.497905,,,True,welsh-government,active,organization,,,,,,,,,,,
lambeth-primary-care-trust,3fbe39e8-71dd-4544-a492-ab6ca4cc4e6d,Lambeth Primary Care Trust,approved,2012-06-27T14:51:58.647186,,,True,national-health-service,active,organization,,,,,,,,,,,
lancashire-care-nhs-foundation-trust,bd428bb5-297b-47bb-937d-ce8550363556,Lancashire Care NHS Foundation Trust,approved,2012-06-27T14:51:59.359666,,,True,national-health-service,active,organization,,,,,,,,,,,
land-property-services,dcdac2fe-382e-4f28-b76f-db9d4ff3cd4a,Land & Property Services,approved,2012-06-27T14:54:38.445512,,,True,department-of-finance-and-personnel,active,organization,,,,,,,,,,,
land-registry,531766d9-4ec5-4fd8-bb86-a479a0107254,Land Registry,pending,2012-06-27T14:51:46.564825,,,True,bland-registy,active,publisher,,,,,,,,,,,
learning-and-skills-council-skills-funding-agency,365f5b14-79c5-44f5-9589-a4dee08a6aca,Learning and Skills Council/Skills Funding Agency,approved,2012-06-27T14:51:59.742782,,,True,department-for-business-innovation-and-skills,active,organization,,,,,,,,,,,
learning-and-skills-improvement-service,1348fdf1-68ca-4472-a52e-a1188b59ed63,Learning and Skills Improvement Service,approved,2012-06-27T14:55:28.112101,,,True,department-for-business-innovation-and-skills,active,organization,,,,,,,,,,,
leasehold-advisory-service,bc4d4646-f60e-4a69-abfe-46f0fe699035,Leasehold Advisory Service,approved,2012-06-27T14:52:00.091704,,,True,department-for-communities-and-local-government,active,organization,,,,,,,,,,,
leeds-city-council,ff9ae832-4e57-4364-b23b-bc058f4bbc98,Leeds City Council,approved,2012-06-27T14:50:43.477436,,,True,local-authorities,active,organization,,,,,,,,,,,
leeds-community-healthcare-nhs-trust,ab825ae0-c003-49b3-ae3e-39b6d3112467,Leeds Community Healthcare NHS Trust,approved,2012-06-27T14:54:44.607443,,,True,national-health-service,active,organization,,,,,,,,,,,
leeds-teaching-hospitals-nhs-trust,af2f8c4c-6313-458c-87f7-72c841e7caa6,Leeds Teaching Hospitals NHS Trust,approved,2012-06-27T14:52:00.887158,,,True,national-health-service,active,organization,,,,,,,,,,,
legal-services-board,96acb402-40fd-4209-b5f8-676a5ba6d1f3,Legal Services Board,approved,2012-06-27T14:52:06.405945,,,True,ministry-of-justice,active,organization,,,,,,,,,,,
legal-services-commission,00039033-b779-4b42-9575-c968f577fc73,Legal Services Commission,approved,2012-06-27T14:54:39.259803,,,True,ministry-of-justice,active,organization,,,,,,,,,,,
leicestershire-partnership-nhs-trust,c88d615f-bc78-402b-a2d4-8be0aae6d6af,Leicestershire Partnership NHS Trust,approved,2012-06-27T14:52:01.595879,,,True,national-health-service,active,organization,,,,,,,,,,,
lewes-district-council,af4fb3ff-818c-42b3-b999-2814920fbc6c,Lewes District Council,approved,2012-06-27T14:48:54.657061,,,True,local-authorities,active,organization,Lewes DC,,,,,,,,,,
lewisham-primary-care-trust,fe8a14bf-ba76-4b1c-8150-94004f3a3a79,Lewisham Primary Care Trust,approved,2012-06-27T14:52:02.370788,,,True,national-health-service,active,organization,,,,,,,,,,,
lichfield-district-council,13fc54d5-4060-4ba5-ad73-3d407190e790,Lichfield District Council,approved,2012-06-27T14:48:44.003697,,,True,local-authorities,active,organization,Lichfield DC,,,,,,,,,,
lincolnshire-community-health-services-nhs-trust,034be103-c003-4127-9b9f-ec6df47e093e,Lincolnshire Community Health Services NHS Trust,approved,2012-06-27T14:55:04.860153,,,True,national-health-service,active,organization,,,,,,,,,,,
lincolnshire-partnership-nhs-foundation-trust,e6a56e7c-d064-4a44-a6ac-0a411f91777c,Lincolnshire Partnership NHS Foundation Trust,pending,2012-06-27T14:55:03.083315,,,True,national-health-service,active,organization,,,,,,,,,,,
lincolnshire-primary-care-trust,58044e1e-1c5d-4aac-86a1-7434f22b0c4d,Lincolnshire Primary Care Trust,approved,2012-06-27T14:52:03.072521,,,True,national-health-service,active,organization,,,,,,,,,,,
liverpool-community-health-nhs-trust,fd38f5da-52bf-42da-87bb-892feb9d7787,Liverpool Community Health NHS Trust,approved,2012-06-27T14:50:21.135190,,,True,national-health-service,active,organization,,,,,,,,,,,
liverpool-heart-and-chest-hospital-nhs-foundation-trust,f6a9a0ce-29fe-4c1f-ba7f-1f768d7eec0c,Liverpool Heart and Chest Hospital NHS Foundation Trust,approved,2012-06-27T14:52:03.801369,,,True,national-health-service,active,organization,,,,,,,,,,,
liverpool-primary-care-trust,535a4d9d-b324-4740-b892-b6255276fdf6,Liverpool Primary Care Trust,approved,2012-06-27T14:52:04.512997,,,True,national-health-service,active,organization,,,,,,,,,,,
local-authorities,4d1ddc1c-97f7-4d02-8c43-9bec05557d5a,Local Authorities,approved,2012-06-27T14:48:42.052288,,,True,belfast-city-council,active,organization,,,,,,,,,,,
local-better-regulation-office-lbro,a186616b-c460-4c82-abfb-760a599434a4,Local Better Regulation Office (LBRO),approved,2012-06-27T14:52:04.904191,,,True,department-for-business-innovation-and-skills,active,publisher,,,,,,,,,,,
local-government-boundary-commission-for-england,4490d21d-b7b7-4d6b-b010-716aaacad987,Local Government Boundary Commission for England,approved,2012-06-27T14:50:49.829563,,,True,department-for-communities-and-local-government,active,organization,,,,,,,,,,,
local-government-ombudsman,92fa850b-c2fa-4ee1-b6e1-18373cbac597,Local Government Ombudsman,approved,2012-06-27T14:49:30.477976,,,True,department-for-communities-and-local-government,active,organization,LGO,,,,,,,,,,
london-ambulance-service-nhs-trust,acf4a6d4-1d0e-47ef-abb2-353d0d64c6d6,London Ambulance Service NHS Trust,approved,2012-06-27T14:52:05.621318,,,True,national-health-service,active,organization,,,,,,,,,,,
london-borough-of-barnet,27322301-90d6-4837-9563-899fd280e921,London Borough of Barnet,approved,2012-06-27T14:48:52.167987,,,True,local-authorities,active,organization,LB Barnet,,,,,,,,,,
london-borough-of-bexley,54b110d9-f853-44a6-b8a6-d3756ce3a72e,London Borough of Bexley,pending,2012-06-27T14:55:31.610825,,,True,local-authorities,active,organization,,,,,,,,,,,
london-borough-of-brent,90c121a9-6a5a-412d-aafd-552e7fd82714,London Borough of Brent,approved,2012-06-27T14:48:47.654623,,,True,local-authorities,active,organization,LB Brent,,,,,,,,,,
london-borough-of-bromley,5903ea44-2962-4f98-a8c1-130fb770ff0f,London Borough of Bromley,approved,2012-06-27T14:48:50.915674,,,True,local-authorities,active,organization,LB Bromley,,,,,,,,,,
london-borough-of-camden,679a9f85-9a24-4ed3-ae5b-be180fff321d,London Borough of Camden,approved,2012-06-27T14:49:32.040042,,,True,local-authorities,active,organization,LBC,,,,,,,,,,
london-borough-of-hackney,d0770619-b5b3-4fe6-b265-963eeb9485fb,London Borough of Hackney,approved,2012-06-27T14:50:36.516425,,,True,local-authorities,active,organization,,,,,,,,,,,
london-borough-of-harrow,c6d5c14f-d34a-4b2d-a131-b06feba59c31,London Borough of Harrow,approved,2012-06-27T14:50:49.019420,,,True,local-authorities,active,organization,,,,,,,,,,,
london-borough-of-hillingdon,77d9fcde-01b6-4608-9afb-43439069a4b2,London Borough of Hillingdon,approved,2012-06-27T14:49:00.642386,,,True,local-authorities,active,organization,LBH,,,,,,,,,,
london-borough-of-islington,5160f575-b652-4c47-9c4e-092ef70ac329,London Borough of Islington,approved,2012-06-27T14:50:19.546693,,,True,local-authorities,active,organization,LBI,,,,,,,,,,
london-borough-of-lambeth,e2f0e3e8-ce81-41c1-a9ab-16d65c6f92c9,London Borough of Lambeth,approved,2012-06-27T14:50:50.690510,,,True,local-authorities,active,organization,,,,,,,,,,,
london-borough-of-merton,30864aa7-a0d6-4c3f-b584-9ee292c5a085,London Borough of Merton,approved,2012-06-27T14:49:33.346355,,,True,local-authorities,active,organization,LBM,,,,,,,,,,
london-borough-of-redbridge,1f8b97e7-b41f-44dc-be9f-8c10847dffbf,London Borough of Redbridge,approved,2012-06-27T14:49:04.496976,,,True,local-authorities,active,organization,LBR,,,,,,,,,,
london-borough-of-richmond-upon-thames,7b9bddac-ab08-4b8f-a561-2bee115032fc,London Borough of Richmond Upon Thames,approved,2012-06-27T14:48:51.301192,,,True,local-authorities,active,organization,LB Richmond,,,,,,,,,,
london-borough-of-sutton,bbbf51d0-6ebd-4c71-ae69-f2c4f4492e87,London Borough of Sutton,approved,2012-06-27T14:49:04.022634,,,True,local-authorities,active,organization,LBS,,,,,,,,,,
london-borough-of-waltham-forest,65de9a2b-7c1d-4127-ae1f-7d70ff6293f8,London Borough of Waltham Forest,approved,2012-06-27T14:49:01.094833,,,True,local-authorities,active,organization,LBWF,,,,,,,,,,
london-borough-of-westminster,dd7a7afd-0b6b-4c7a-b13b-443b34e8f460,London Borough of Westminster,approved,2012-06-27T14:50:19.091191,,,True,local-authorities,active,organization,LBW,,,,,,,,,,
london-thames-gateway-development-corporation,36f9ae53-cc4a-4bca-9512-465ebffda1cb,London Thames Gateway Development Corporation,approved,2012-06-27T14:52:05.979009,,,True,department-for-communities-and-local-government,active,organization,,,,,,,,,,,
low-pay-commission,906d0814-f75e-4d97-8453-bc4c28ef3590,Low Pay Commission,approved,2012-06-27T14:49:24.610676,,,True,department-for-business-innovation-and-skills,active,organization,,,,,,,,,,,
luton-borough-council,2ecfa769-df58-4f4d-8d9f-7811cf3bb5f6,Luton Borough Council,approved,2012-06-27T14:48:59.631441,,,True,local-authorities,active,organization,LBC,,,,,,,,,,
maidstone-and-tunbridge-wells-nhs-trust,a2834414-5083-4b24-a951-81d1c8813a40,Maidstone and Tunbridge Wells NHS Trust,approved,2012-06-27T14:49:50.297525,,,True,national-health-service,active,organization,,,,,,,,,,,
manchester-mental-health-and-social-care-trust,8a0e2d9c-6cc1-4d16-bc11-19655e74f6c5,Manchester Mental Health and Social Care Trust,approved,2012-06-27T14:52:07.316359,,,True,national-health-service,active,organization,,,,,,,,,,,
manchester-primary-care-trust,8cf24aed-4b1d-4dbe-82b9-f7f53d745963,Manchester Primary Care Trust,approved,2012-06-27T14:52:08.081420,,,True,national-health-service,active,organization,,,,,,,,,,,
marine-environmental-data-information-network,c756c8da-f176-4640-950e-9c00b9e404df,Marine Environmental Data & Information Network,approved,2012-06-27T14:54:56.935179,,,True,,active,organization,,,,,,,,,,,
marine-management-organisation,6b694e61-66c9-4cca-8eeb-75b2b0c66c4d,Marine Management Organisation,approved,2012-06-27T14:54:49.334967,,,True,department-for-environment-food-and-rural-affairs,active,publisher,,,,,,,,,,,
maritime-and-coastguard-agency,5e3fe168-abca-417c-b88e-83580a017495,Maritime and Coastguard Agency,approved,2012-06-27T14:54:54.337585,,,True,department-for-transport,active,organization,,,,,,,,,,,
marshall-aid-commemoration-commission,fde3459a-65df-48f7-9aa0-cc667ce4702e,Marshall Aid Commemoration Commission,approved,2012-06-27T14:50:07.194561,,,True,foreign-and-commonwealth-office,active,organization,MACC,,,,,,,,,,
medical-research-council,5a1138dc-354b-41c2-89e4-ec3c2218bf93,Medical Research Council,approved,2012-06-27T14:54:50.552896,,,True,department-for-business-innovation-and-skills,active,organization,,,,,,,,,,,
medicines-and-healthcare-products-regulatory-agency,6952e207-496b-42be-a728-1dd0f07c162d,Medicines and Healthcare products Regulatory Agency,pending,2012-06-27T14:52:10.525619,,,True,department-of-health,active,organization,,,,,,,,,,,
medway-primary-care-trust,7c5d9602-ba1d-43c1-9005-f4bf8aa3002e,Medway Primary Care Trust,approved,2012-06-27T14:52:08.849103,,,True,national-health-service,active,organization,,,,,,,,,,,
melton-borough-council,0f5bdb62-bdc7-4da5-a6be-72e464b10b64,Melton Borough Council,pending,2012-09-17T14:48:43.544745,,,True,local-authorities,active,organization,MBC,local-council,customerservices@melton.gov.uk,Melton Borough Council ,01664 502502,customerservices@melton.gov.uk,Melton BC FOI  Enquiries,01664 502502,,,
mersey-care-nhs-trust,b3666fd2-4923-405e-977f-becbe48094e6,Mersey Care NHS Trust,approved,2012-06-27T14:52:09.578661,,,True,national-health-service,active,organization,,,,,,,,,,,
met-office,e585ca29-681d-4298-a747-8a863ec60aec,Met Office,approved,2012-06-27T14:52:09.949242,,,True,department-for-business-innovation-and-skills,active,publisher,,,,,,,,,,,
mid-essex-hospital-services-nhs-trust,b9c93499-7d85-4dad-9960-151d499f406f,Mid Essex Hospital Services NHS Trust,approved,2012-06-27T14:54:32.970512,,,True,national-health-service,active,organization,,,,,,,,,,,
mid-essex-pct,4e93b0eb-1734-4304-a67a-945ad0997b5d,Mid Essex PCT,approved,2012-06-27T14:55:19.187676,,,True,national-health-service,active,organization,,,,,,,,,,,
mid-staffordshire-nhs-foundation-trust,e5c1847e-e040-4760-8700-d66aee349f2a,Mid Staffordshire NHS Foundation Trust,approved,2012-06-27T14:52:11.310372,,,True,national-health-service,active,organization,,,,,,,,,,,
mid-sussex-district-council,11f1e070-8cc6-4d59-8467-375c2a3598e4,Mid Sussex District Council,approved,2012-06-27T14:49:33.768139,,,True,local-authorities,active,organization,MSDC,,,,,,,,,,
middlesbrough-primary-care-trust,15bc1e14-ae1a-4bd1-815f-73edbc6b7d83,Middlesbrough Primary Care Trust,approved,2012-06-27T14:54:13.580982,,,True,national-health-service,active,organization,,,,,,,,,,,
milton-keynes-hospital-nhs-foundation-trust,fcc6ca98-d888-47f1-8bdb-4b623dc26f85,Milton Keynes Hospital NHS Foundation Trust,approved,2012-06-27T14:52:12.049433,,,True,national-health-service,active,organization,,,,,,,,,,,
milton-keynes-primary-care-trust,a820fee5-79e7-449f-afbd-5bb4912a3636,Milton Keynes Primary Care Trust,approved,2012-06-27T14:52:12.771584,,,True,national-health-service,active,organization,,,,,,,,,,,
ministry-of-defence,5db6e904-ea2f-42a7-93bd-a61da059246f,Ministry of Defence,approved,2012-06-27T14:48:39.411478,,,True,defence-infrastructure-organisation,active,organization,MOD,core-department,DMC-SecOnlinePolicy@mod.uk,,,CIO-FOI@mod.uk,,,,,
ministry-of-justice,843d1d69-29e3-4c5a-9ba8-14b3e5f444a5,Ministry of Justice,approved,2012-06-27T14:48:38.268812,,,True,prisons-and-probation-ombudsman,active,organization,MOJ,core-department,mojtransparency@justice.gsi.gov.uk,,,data.access@justice.gsi.gov.uk,,,,,
monitor--independent-regulator-of-nhs-foundation-trusts,c629b77c-4027-45ce-a7c7-a9ad8668e923,Monitor - Independent Regulator of NHS Foundation Trusts,approved,2012-06-27T14:52:13.528319,,,True,national-health-service,active,organization,,,,,,,,,,,
monmouthshire-county-council,ad8b2e5d-8605-4bbd-b9c9-c3e5704cd299,Monmouthshire County Council,approved,2012-06-27T14:55:25.412392,,,True,local-authorities,active,organization,,,,,,,,,,,
museum-of-science-and-industry,5e931d98-ed94-4ff6-b21b-b83a77fc4b9d,Museum of Science and Industry,approved,2012-06-27T14:52:13.877227,"<p><span style=""font-size: small;""><span style=""font-family: Times New Roman;"">MOSI's mission is to make science and industry inspirational, highlighting our region's rich and continuing contribution. </span></span></p><p><span style=""font-size: small;""><span style=""font-family: Times New Roman;"">Our vision is to be a world class cultural attraction right at the heart of everything Manchester has to offer. </span></span></p>",,True,department-for-culture-media-and-sport,active,organization,MOSI,,,Museum of Science and Industry contact,,,,,,Museum of Science and Industry,http://www.mosi.org.uk/
museums-libraries-and-archives-council,53d6e2b8-19da-4ea1-b0d3-c0e9c5da75b3,Museums Libraries and Archives Council,approved,2012-06-27T14:52:14.286741,,,True,department-for-culture-media-and-sport,active,organization,,,,,,,,,,,
musgrove-park-hospital,76733119-40d0-4559-8e39-ea2295ec3119,Musgrove Park Hospital,approved,2012-06-27T14:50:47.676741,,,True,taunton-and-somerset-nhs-foundation-trust,active,organization,,,,,,,,,,,
national-army-museum,ad93b13e-c258-4401-adeb-50f06d1a97e5,National Army Museum,approved,2012-06-27T14:54:47.734374,,,True,ministry-of-defence,active,organization,,,,,,,,,,,
national-association-of-local-councils,e12f410f-c428-41c3-9eba-95dc1262c19a,National Association of Local Councils,pending,2012-06-27T14:55:14.069337,,,True,department-for-communities-and-local-government,active,organization,,,,,,,,,,,
national-biodiversity-network,2ec43347-6410-489d-baaf-a1c86992ef6e,National Biodiversity Network,approved,2012-06-27T14:55:03.443617,,,True,department-for-environment-food-and-rural-affairs,active,organization,,,,,,,,,,,
national-college-for-leadership-of-schools-and-childrens-services,b363f7f0-d284-4334-b990-ba684fece30a,National College for Leadership of Schools and Children's Services,approved,2012-06-27T14:52:14.687379,,,True,department-for-education,active,organization,,,,,,,,,,,
national-employment-savings-trust,de90b465-6ad9-4dcc-bf68-63ddd7c2fd08,National Employment Savings Trust,approved,2012-06-27T14:52:15.082061,,,True,department-for-work-and-pensions,active,organization,,,,,,,,,,,
national-forest-company,94e35356-fb85-4943-98ef-782dd20daac7,National Forest Company,approved,2012-06-27T14:52:15.478981,,,True,department-for-environment-food-and-rural-affairs,active,organization,,,,,,,,,,,
national-fraud-authority,5205d5bc-f1b0-4540-8117-e7a747c04e0b,National Fraud Authority,pending,2012-06-27T14:52:15.876944,,,True,home-office,active,organization,,,NFAcontact@nfa.gsi.gov.uk,National Fraud Authority,,NFAfoi@nfa.gsi.gov.uk,National Fraud Authority,,,,
national-health-service,67575680-b5f9-4566-84ce-e9c0706e75e8,National Health Service,approved,2012-06-27T14:48:47.199818,,,True,robert-jones-and-agnes-hunt-orthopaedic-hospital-nhs-foundation-trust,active,organization,NHS,,,nhs.uk contact,,,,,,nhs.uk,http://www.nhs.uk/
national-heritage-memorial-fund,edcf9558-32a6-4c4b-abf9-870b893e9200,National Heritage Memorial Fund,approved,2012-06-27T14:52:16.255586,,,True,department-for-culture-media-and-sport,active,organization,,,,,,,,,,,
national-institute-for-health-and-clinical-excellence,9dae28b7-577b-408b-89be-387026be60a1,National Institute for Health and Clinical Excellence,approved,2012-06-27T14:49:13.801957,,,True,national-health-service,active,organization,NICE,,,,,,,,,,
national-lottery-commission,430e1765-1362-45e2-9588-8d5d921ebfab,National Lottery Commission,approved,2012-06-27T14:49:19.381918,,,True,department-for-culture-media-and-sport,active,organization,,,,,,,,,,,
national-maritime-museum,ff4b8198-da14-4f26-972f-50cb752f23d6,National Maritime Museum,approved,2012-06-27T14:49:13.046159,,,True,department-for-culture-media-and-sport,active,organization,NMM,,,,,,,,,,
national-measurement-office,f5f33388-806d-475a-97cd-622a1ce9bcab,National Measurement Office,approved,2012-06-27T14:49:21.926885,,,True,department-for-business-innovation-and-skills,active,organization,NMO,,,,,,,,,,
national-museum-of-science-and-industry,90004323-204e-4afb-bde5-40d46f44aa04,National Museum of Science and Industry,approved,2012-06-27T14:52:16.629316,,,True,department-for-culture-media-and-sport,active,organization,,,,,,,,,,,
